galaxy_id,distance_mpc,inclination_deg,luminosity_3p6_lsun,disk_scale_length_kpc,central_surface_brightness,morphological_type,photometry_quality_flag,metadata_source,data_mode,source_table,source_notes
NGC0100,13.5,89.0,3.232,1.66,1193.52,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC0247,3.7,74.0,7.332,3.74,506.79,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC0289,20.8,46.0,72.065,6.74,69.96,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC0300,2.08,42.0,2.922,1.75,437.35,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC0801,80.7,80.0,312.57,8.72,1558.94,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC0891,9.91,90.0,138.34,2.55,5067.92,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC1003,11.4,67.0,6.82,1.61,1345.33,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC1090,37.0,64.0,72.045,3.53,2055.09,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC1705,5.73,80.0,0.533,0.39,587.26,11.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2366,3.27,68.0,0.236,0.65,113.98,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2403,3.16,63.0,10.041,1.39,1408.74,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2683,9.81,80.0,80.415,2.18,10205.4,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2841,14.1,76.0,188.121,3.64,4751.49,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2903,6.6,66.0,81.863,2.33,1193.52,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2915,4.06,56.0,0.641,0.55,313.93,11.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2955,97.9,56.0,319.422,18.76,50.68,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2976,3.58,61.0,3.371,1.01,1502.55,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC2998,68.1,58.0,150.902,6.2,774.16,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3109,1.33,70.0,0.194,1.56,140.87,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3198,13.8,73.0,38.279,3.14,1602.62,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3521,7.7,75.0,84.836,2.4,2112.66,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3726,18.0,53.0,70.234,3.4,1789.91,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3741,3.21,70.0,0.028,0.2,143.49,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3769,18.0,70.0,18.679,3.38,160.26,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3877,18.0,76.0,72.535,2.53,3410.59,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3893,18.0,49.0,58.525,2.38,2055.09,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3917,18.0,79.0,21.966,2.63,1226.96,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3949,18.0,55.0,38.067,3.59,185.71,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3953,18.0,62.0,141.301,4.89,1999.08,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3972,18.0,77.0,14.353,2.18,1587.93,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC3992,23.7,56.0,226.932,4.96,3257.09,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4010,18.0,89.0,17.193,2.81,2611.14,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4013,18.0,89.0,79.094,3.53,10205.4,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4051,18.0,49.0,95.268,4.65,1320.78,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4068,4.37,44.0,0.236,0.59,261.11,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4085,18.0,82.0,21.724,1.65,5021.46,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4088,18.0,69.0,107.286,2.58,3988.69,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4100,18.0,73.0,59.394,2.15,8970.78,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4138,18.0,53.0,44.111,1.51,3952.12,0.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4157,18.0,82.0,105.62,2.32,23813.87,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4183,18.0,82.0,10.838,2.79,1098.58,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4214,2.87,15.0,1.141,0.51,1308.67,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4217,18.0,86.0,85.299,2.94,4373.51,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4389,18.0,50.0,21.328,2.79,322.72,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC4559,9.0,67.0,19.377,2.1,1602.62,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5005,16.9,68.0,178.72,9.45,96.57,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5033,15.7,66.0,110.509,5.16,614.94,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5055,9.9,55.0,152.922,3.2,3348.34,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5371,39.7,53.0,340.393,7.44,1395.82,4.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5585,7.06,51.0,2.943,1.53,297.05,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5907,17.3,88.0,175.425,5.34,8646.29,5.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC5985,39.7,60.0,208.728,7.01,1461.61,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6015,17.0,60.0,32.129,2.3,1926.77,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6195,127.8,62.0,391.076,13.94,174.11,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6503,6.26,74.0,12.845,2.16,398.87,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6674,51.2,54.0,214.654,6.04,1370.35,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6789,3.52,43.0,0.1,0.31,319.76,11.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC6946,5.52,38.0,66.173,2.44,2232.7,6.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC7331,14.7,75.0,250.631,5.02,1806.47,3.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC7793,3.61,47.0,7.05,1.21,1068.64,7.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
NGC7814,14.4,90.0,74.529,2.54,2635.3,2.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
PGC51017,13.6,66.0,0.155,0.53,93.94,11.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC00128,64.5,57.0,12.02,5.95,88.89,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC00191,17.1,45.0,2.004,1.58,207.41,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC00634,30.9,37.0,2.989,2.45,126.13,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC00731,12.5,57.0,0.323,2.3,82.57,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC00891,10.2,60.0,0.374,1.43,113.98,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC01230,53.7,22.0,7.62,4.34,69.32,9.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC01281,5.27,90.0,0.353,1.63,135.78,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02023,10.4,19.0,1.308,1.55,121.57,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02259,10.5,41.0,1.725,1.62,172.52,8.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02455,6.92,51.0,3.649,0.99,795.85,10.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
UGC02487,69.1,36.0,489.955,7.89,1150.35,0.0,vizier_table1,VizieR_J_AJ_152_157_table1_working_copy,phase_4j_photometry_metadata,J/AJ/152/157/table1,CDS/VizieR transport of Lelli+2016 Table 1; cite AJ paper and SPARC site for science.
