rel_path,category,size_bytes,referenced,reference_hits,action,notes
data/raw/sparc/Rotmod_LTG/ESO444-G084_rotmod.dat,keep_data,413,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/ESO563-G021_rotmod.dat,keep_data,1512,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F561-1_rotmod.dat,keep_data,376,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F563-1_rotmod.dat,keep_data,866,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F563-V1_rotmod.dat,keep_data,371,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F563-V2_rotmod.dat,keep_data,556,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F565-V2_rotmod.dat,keep_data,417,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F567-2_rotmod.dat,keep_data,333,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F568-1_rotmod.dat,keep_data,650,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F568-3_rotmod.dat,keep_data,905,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F568-V1_rotmod.dat,keep_data,786,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F571-8_rotmod.dat,keep_data,688,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F571-V1_rotmod.dat,keep_data,420,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F574-1_rotmod.dat,keep_data,722,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F574-2_rotmod.dat,keep_data,333,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F579-V1_rotmod.dat,keep_data,747,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F583-1_rotmod.dat,keep_data,1201,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/F583-4_rotmod.dat,keep_data,627,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/IC2574_rotmod.dat,keep_data,1570,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/IC4202_rotmod.dat,keep_data,1669,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/KK98-251_rotmod.dat,keep_data,742,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0024_rotmod.dat,keep_data,1402,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0055_rotmod.dat,keep_data,1030,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0100_rotmod.dat,keep_data,1027,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0247_rotmod.dat,keep_data,1258,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0289_rotmod.dat,keep_data,1399,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0300_rotmod.dat,keep_data,1200,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0801_rotmod.dat,keep_data,721,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC0891_rotmod.dat,keep_data,992,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC1003_rotmod.dat,keep_data,1714,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC1090_rotmod.dat,keep_data,1225,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC1705_rotmod.dat,keep_data,720,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2366_rotmod.dat,keep_data,1231,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2403_rotmod.dat,keep_data,3384,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2683_rotmod.dat,keep_data,640,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2841_rotmod.dat,keep_data,2532,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2903_rotmod.dat,keep_data,1691,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2915_rotmod.dat,keep_data,1414,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2955_rotmod.dat,keep_data,1313,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2976_rotmod.dat,keep_data,1310,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC2998_rotmod.dat,keep_data,721,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3109_rotmod.dat,keep_data,1180,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3198_rotmod.dat,keep_data,2075,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3521_rotmod.dat,keep_data,2069,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3726_rotmod.dat,keep_data,671,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3741_rotmod.dat,keep_data,993,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3769_rotmod.dat,keep_data,662,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3877_rotmod.dat,keep_data,718,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3893_rotmod.dat,keep_data,582,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3917_rotmod.dat,keep_data,886,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3949_rotmod.dat,keep_data,441,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3953_rotmod.dat,keep_data,487,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3972_rotmod.dat,keep_data,562,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC3992_rotmod.dat,keep_data,531,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4010_rotmod.dat,keep_data,651,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4013_rotmod.dat,keep_data,1810,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4051_rotmod.dat,keep_data,440,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4068_rotmod.dat,keep_data,371,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4085_rotmod.dat,keep_data,436,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4088_rotmod.dat,keep_data,670,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4100_rotmod.dat,keep_data,1226,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4138_rotmod.dat,keep_data,447,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4157_rotmod.dat,keep_data,924,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4183_rotmod.dat,keep_data,1143,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4214_rotmod.dat,keep_data,722,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4217_rotmod.dat,keep_data,1021,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4389_rotmod.dat,keep_data,386,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC4559_rotmod.dat,keep_data,1564,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5005_rotmod.dat,keep_data,1020,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5033_rotmod.dat,keep_data,1162,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5055_rotmod.dat,keep_data,1412,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5371_rotmod.dat,keep_data,998,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5585_rotmod.dat,keep_data,1157,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5907_rotmod.dat,keep_data,994,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC5985_rotmod.dat,keep_data,1717,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6015_rotmod.dat,keep_data,2126,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6195_rotmod.dat,keep_data,1255,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6503_rotmod.dat,keep_data,1509,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6674_rotmod.dat,keep_data,824,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6789_rotmod.dat,keep_data,288,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC6946_rotmod.dat,keep_data,2877,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC7331_rotmod.dat,keep_data,1841,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC7793_rotmod.dat,keep_data,2154,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/NGC7814_rotmod.dat,keep_data,982,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/PGC51017_rotmod.dat,keep_data,373,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC00128_rotmod.dat,keep_data,1099,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC00191_rotmod.dat,keep_data,502,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC00634_rotmod.dat,keep_data,291,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC00731_rotmod.dat,keep_data,628,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC00891_rotmod.dat,keep_data,329,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC01230_rotmod.dat,keep_data,614,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC01281_rotmod.dat,keep_data,1188,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02023_rotmod.dat,keep_data,332,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02259_rotmod.dat,keep_data,459,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02455_rotmod.dat,keep_data,466,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02487_rotmod.dat,keep_data,947,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02885_rotmod.dat,keep_data,1040,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02916_rotmod.dat,keep_data,2214,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC02953_rotmod.dat,keep_data,5833,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC03205_rotmod.dat,keep_data,2445,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC03546_rotmod.dat,keep_data,1588,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC03580_rotmod.dat,keep_data,2284,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC04278_rotmod.dat,keep_data,1198,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC04305_rotmod.dat,keep_data,1063,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC04325_rotmod.dat,keep_data,460,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC04483_rotmod.dat,keep_data,447,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC04499_rotmod.dat,keep_data,503,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05005_rotmod.dat,keep_data,603,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05253_rotmod.dat,keep_data,3734,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05414_rotmod.dat,keep_data,374,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05716_rotmod.dat,keep_data,633,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05721_rotmod.dat,keep_data,1112,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05750_rotmod.dat,keep_data,595,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05764_rotmod.dat,keep_data,542,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05829_rotmod.dat,keep_data,587,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05918_rotmod.dat,keep_data,454,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05986_rotmod.dat,keep_data,779,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC05999_rotmod.dat,keep_data,334,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06399_rotmod.dat,keep_data,503,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06446_rotmod.dat,keep_data,847,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06614_rotmod.dat,keep_data,748,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06628_rotmod.dat,keep_data,419,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06667_rotmod.dat,keep_data,498,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06786_rotmod.dat,keep_data,2289,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06787_rotmod.dat,keep_data,3584,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06818_rotmod.dat,keep_data,459,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06917_rotmod.dat,keep_data,598,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06923_rotmod.dat,keep_data,376,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06930_rotmod.dat,keep_data,558,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06973_rotmod.dat,keep_data,539,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC06983_rotmod.dat,keep_data,866,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07089_rotmod.dat,keep_data,634,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07125_rotmod.dat,keep_data,682,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07151_rotmod.dat,keep_data,597,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07232_rotmod.dat,keep_data,288,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07261_rotmod.dat,keep_data,415,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07323_rotmod.dat,keep_data,550,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07399_rotmod.dat,keep_data,550,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07524_rotmod.dat,keep_data,1456,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07559_rotmod.dat,keep_data,411,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07577_rotmod.dat,keep_data,490,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07603_rotmod.dat,keep_data,630,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07608_rotmod.dat,keep_data,455,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07690_rotmod.dat,keep_data,418,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC07866_rotmod.dat,keep_data,413,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC08286_rotmod.dat,keep_data,850,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC08490_rotmod.dat,keep_data,1411,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC08550_rotmod.dat,keep_data,587,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC08699_rotmod.dat,keep_data,2076,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC08837_rotmod.dat,keep_data,460,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC09037_rotmod.dat,keep_data,1136,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC09133_rotmod.dat,keep_data,3437,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC09992_rotmod.dat,keep_data,330,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC10310_rotmod.dat,keep_data,416,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC11455_rotmod.dat,keep_data,1795,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC11557_rotmod.dat,keep_data,642,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC11820_rotmod.dat,keep_data,547,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC11914_rotmod.dat,keep_data,3380,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC12506_rotmod.dat,keep_data,1586,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC12632_rotmod.dat,keep_data,761,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGC12732_rotmod.dat,keep_data,809,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGCA281_rotmod.dat,keep_data,412,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGCA442_rotmod.dat,keep_data,457,False,,keep,SPARC raw or processed inputs
data/raw/sparc/Rotmod_LTG/UGCA444_rotmod.dat,keep_data,1616,False,,keep,SPARC raw or processed inputs
data/raw/sparc/photometry/README.md,keep_data,971,True,README.md,keep,SPARC raw or processed inputs
data/raw/sparc/photometry/SPARC_Table1_vizier_working_copy.tsv,keep_data,11111,True,SPARC_Table1_vizier_working_copy.tsv; data/raw/sparc/photometry/SPARC_Table1_vizier_working_copy.tsv,keep,SPARC raw or processed inputs
docs/assumptions.md,keep_docs,5393,True,assumptions.md; docs/assumptions.md,keep,project documentation
docs/controlled_expansion_results.md,keep_docs,1774,True,controlled_expansion_results.md; docs/controlled_expansion_results.md,keep,project documentation
docs/controlled_subset_audit.md,keep_docs,2702,True,controlled_subset_audit.md; docs/controlled_subset_audit.md,keep,project documentation
docs/cursor_work_log.md,keep_docs,19893,True,cursor_work_log.md; docs/cursor_work_log.md,keep,project documentation
docs/data_sources.md,keep_docs,1984,True,data_sources.md; docs/data_sources.md,keep,project documentation
docs/expansion12_failure_mode_analysis.md,keep_docs,1640,True,docs/expansion12_failure_mode_analysis.md; expansion12_failure_mode_analysis.md,keep,project documentation
docs/expansion12_radial_residual_maps.md,keep_docs,1513,True,docs/expansion12_radial_residual_maps.md; expansion12_radial_residual_maps.md,keep,project documentation
docs/expansion12_results.md,keep_docs,1558,True,docs/expansion12_results.md; expansion12_results.md,keep,project documentation
docs/expansion20_failure_mode_analysis.md,keep_docs,1393,True,docs/expansion20_failure_mode_analysis.md; expansion20_failure_mode_analysis.md,keep,project documentation
docs/expansion20_results.md,keep_docs,1901,True,docs/expansion20_results.md; expansion20_results.md,keep,project documentation
docs/failure_mode_analysis.md,keep_docs,1881,True,docs/failure_mode_analysis.md; failure_mode_analysis.md,keep,project documentation
docs/ktau_sensitivity.md,keep_docs,1283,True,docs/ktau_sensitivity.md; ktau_sensitivity.md,keep,project documentation
docs/limitations.md,keep_docs,6473,True,docs/limitations.md; limitations.md,keep,project documentation
docs/m33_to_multigalaxy_transition.md,keep_docs,768,False,,keep,project documentation
docs/ml_prior_framework.md,keep_docs,3415,True,docs/ml_prior_framework.md; ml_prior_framework.md,keep,project documentation
docs/ml_scaled_baseline_comparison.md,keep_docs,2236,True,docs/ml_scaled_baseline_comparison.md; ml_scaled_baseline_comparison.md,keep,project documentation
docs/ml_sensitivity_audit.md,keep_docs,1527,True,docs/ml_sensitivity_audit.md; ml_sensitivity_audit.md,keep,project documentation
docs/ngc7814_failure_mode.md,keep_docs,6152,True,docs/ngc7814_failure_mode.md; ngc7814_failure_mode.md,keep,project documentation
docs/normalized_tau_patterns.md,keep_docs,3159,True,docs/normalized_tau_patterns.md; normalized_tau_patterns.md,keep,project documentation
docs/paper_outline.md,keep_docs,2762,True,docs/paper_outline.md; paper_outline.md,keep,project documentation
docs/paper_ready_claims.md,keep_docs,8410,True,docs/paper_ready_claims.md; paper_ready_claims.md,keep,project documentation
docs/photometry_informed_ml_priors.md,keep_docs,1673,True,docs/photometry_informed_ml_priors.md; photometry_informed_ml_priors.md,keep,project documentation
docs/pre_submission_checklist.md,keep_docs,1309,True,docs/pre_submission_checklist.md; pre_submission_checklist.md,keep,project documentation
docs/project_plan.md,keep_docs,1019,False,,keep,project documentation
docs/project_status.md,keep_docs,5079,True,docs/project_status.md; project_status.md,keep,project documentation
docs/repository_cleanup_plan.md,keep_docs,3357,True,docs/repository_cleanup_plan.md; repository_cleanup_plan.md,keep,project documentation
docs/repository_map.md,keep_docs,3139,True,docs/repository_map.md; repository_map.md,keep,project documentation
docs/reproducibility_commands.md,keep_docs,1647,True,docs/reproducibility_commands.md; reproducibility_commands.md,keep,project documentation
docs/results_summary.md,keep_docs,6683,True,docs/results_summary.md; results_summary.md,keep,project documentation
docs/reviewer_objection_matrix.md,keep_docs,5336,True,docs/reviewer_objection_matrix.md; reviewer_objection_matrix.md,keep,project documentation
docs/roadmap.md,keep_docs,326,False,,keep,project documentation
docs/sparc_subset_selection.md,keep_docs,1793,True,docs/sparc_subset_selection.md; sparc_subset_selection.md,keep,project documentation
docs/subset_expansion_protocol.md,keep_docs,1470,True,docs/subset_expansion_protocol.md; subset_expansion_protocol.md,keep,project documentation
docs/theory_summary.md,keep_docs,655,False,,keep,project documentation
docs/zenodo_release_notes.md,keep_docs,2425,True,docs/zenodo_release_notes.md; zenodo_release_notes.md,keep,project documentation
outputs/figures/README.md,keep_outputs_frozen,41,True,README.md,keep,referenced output artifact
outputs/figures/sparc_subset/DDO154_baseline_rotation_comparison.png,keep_outputs_frozen,65673,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_baseline_rotation_comparison_refit.png,keep_outputs_frozen,67062,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_baseline_with_mond_rotation_comparison.png,keep_outputs_frozen,88339,False,,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_full_model_rotation_comparison.png,keep_outputs_frozen,105056,True,DDO154_full_model_rotation_comparison.png; figures/sparc_subset/DDO154_full_model_rotation_comparison.png; outputs/figures/sparc_subset/DDO154_full_model_rotation_comparison.png,keep,benchmark or publication output
outputs/figures/sparc_subset/DDO154_rotation_baryonic_residual.png,keep_outputs_frozen,78733,False,,keep,benchmark or publication output
