galaxy_id,disk_scale,bulge_scale,plausible_scale_flag,model_name,split_name,total_holdout_rmse_kms,inner_holdout_rmse_kms,middle_holdout_rmse_kms,outer_holdout_rmse_kms,n_test_points,fit_success,fit_status,negative_v2_count,boundary_limited_flag,comparison_mode,analysis_stage
DDO154,1.0,0.2,False,tdf_5knot,even_odd_index,1.4406568633516539,0.28656429338500267,0.11467623635971264,2.4761273917829434,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.2,False,nfw_refit_scaled,even_odd_index,3.561967042755863,4.5154899699466515,0.5134026397683246,4.172480761109265,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.2,False,mond_fit_a0_scaled,even_odd_index,3.9838557958676084,6.763087815665634,0.29199596178487447,1.337423853047411,6,True,ok:4,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.5,True,tdf_3knot,even_odd_index,2.028159188371044,1.9218121150448673,0.4037227519691774,2.9127195563821258,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.5,True,tdf_5knot,even_odd_index,1.4406568633516539,0.28656429338500267,0.11467623635971264,2.4761273917829434,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.5,True,nfw_refit_scaled,even_odd_index,3.561967042755863,4.5154899699466515,0.5134026397683246,4.172480761109265,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.5,True,mond_fit_a0_scaled,even_odd_index,3.9838557958676084,6.763087815665634,0.29199596178487447,1.337423853047411,6,True,ok:4,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.7,True,tdf_3knot,even_odd_index,2.028159188371044,1.9218121150448673,0.4037227519691774,2.9127195563821258,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.7,True,tdf_5knot,even_odd_index,1.4406568633516539,0.28656429338500267,0.11467623635971264,2.4761273917829434,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.7,True,nfw_refit_scaled,even_odd_index,3.561967042755863,4.5154899699466515,0.5134026397683246,4.172480761109265,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,0.7,True,mond_fit_a0_scaled,even_odd_index,3.9838557958676084,6.763087815665634,0.29199596178487447,1.337423853047411,6,True,ok:4,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.0,True,tdf_3knot,even_odd_index,2.028159188371044,1.9218121150448673,0.4037227519691774,2.9127195563821258,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.0,True,tdf_5knot,even_odd_index,1.4406568633516539,0.28656429338500267,0.11467623635971264,2.4761273917829434,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.0,True,nfw_refit_scaled,even_odd_index,3.561967042755863,4.5154899699466515,0.5134026397683246,4.172480761109265,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.0,True,mond_fit_a0_scaled,even_odd_index,3.9838557958676084,6.763087815665634,0.29199596178487447,1.337423853047411,6,True,ok:4,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.3,False,tdf_3knot,even_odd_index,2.028159188371044,1.9218121150448673,0.4037227519691774,2.9127195563821258,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.3,False,tdf_5knot,even_odd_index,1.4406568633516539,0.28656429338500267,0.11467623635971264,2.4761273917829434,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.3,False,nfw_refit_scaled,even_odd_index,3.561967042755863,4.5154899699466515,0.5134026397683246,4.172480761109265,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.0,1.3,False,mond_fit_a0_scaled,even_odd_index,3.9838557958676084,6.763087815665634,0.29199596178487447,1.337423853047411,6,True,ok:4,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.2,False,tdf_3knot,even_odd_index,2.1369470653876306,2.252253763075856,0.4565623952015984,2.9014706696440764,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.2,False,tdf_5knot,even_odd_index,1.4350332000805521,0.3343223736247676,0.11918101877993764,2.460078309984617,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.2,False,nfw_refit_scaled,even_odd_index,3.8591093434024035,5.083148354246035,0.5402455818097758,4.306728722948316,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.2,False,mond_fit_a0_scaled,even_odd_index,4.653679393367373,7.926827520153409,0.3978972666821465,1.4061575017265349,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.5,True,tdf_3knot,even_odd_index,2.1369470653876306,2.252253763075856,0.4565623952015984,2.9014706696440764,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.5,True,tdf_5knot,even_odd_index,1.4350332000805521,0.3343223736247676,0.11918101877993764,2.460078309984617,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.5,True,nfw_refit_scaled,even_odd_index,3.8591093434024035,5.083148354246035,0.5402455818097758,4.306728722948316,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.5,True,mond_fit_a0_scaled,even_odd_index,4.653679393367373,7.926827520153409,0.3978972666821465,1.4061575017265349,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.7,True,tdf_3knot,even_odd_index,2.1369470653876306,2.252253763075856,0.4565623952015984,2.9014706696440764,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.7,True,tdf_5knot,even_odd_index,1.4350332000805521,0.3343223736247676,0.11918101877993764,2.460078309984617,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.7,True,nfw_refit_scaled,even_odd_index,3.8591093434024035,5.083148354246035,0.5402455818097758,4.306728722948316,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,0.7,True,mond_fit_a0_scaled,even_odd_index,4.653679393367373,7.926827520153409,0.3978972666821465,1.4061575017265349,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.0,True,tdf_3knot,even_odd_index,2.1369470653876306,2.252253763075856,0.4565623952015984,2.9014706696440764,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.0,True,tdf_5knot,even_odd_index,1.4350332000805521,0.3343223736247676,0.11918101877993764,2.460078309984617,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.0,True,nfw_refit_scaled,even_odd_index,3.8591093434024035,5.083148354246035,0.5402455818097758,4.306728722948316,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.0,True,mond_fit_a0_scaled,even_odd_index,4.653679393367373,7.926827520153409,0.3978972666821465,1.4061575017265349,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.3,False,tdf_3knot,even_odd_index,2.1369470653876306,2.252253763075856,0.4565623952015984,2.9014706696440764,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.3,False,tdf_5knot,even_odd_index,1.4350332000805521,0.3343223736247676,0.11918101877993764,2.460078309984617,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.3,False,nfw_refit_scaled,even_odd_index,3.8591093434024035,5.083148354246035,0.5402455818097758,4.306728722948316,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
DDO154,1.3,1.3,False,mond_fit_a0_scaled,even_odd_index,4.653679393367373,7.926827520153409,0.3978972666821465,1.4061575017265349,6,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.2,False,tdf_3knot,even_odd_index,3.5367332386901893,3.8250950284474032,4.629662271409043,1.2084375370728142,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.2,False,tdf_5knot,even_odd_index,3.432574214694563,4.02254836773297,4.302143124951321,0.811397793835354,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.2,False,nfw_refit_scaled,even_odd_index,3.877082355680861,3.449969057598036,5.0907985146519765,2.6975519944996265,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.2,False,mond_fit_a0_scaled,even_odd_index,4.316255913462645,4.14492175698957,5.849876179696826,2.118671197272927,36,True,ok:3,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.5,False,tdf_3knot,even_odd_index,3.5367332386901893,3.8250950284474032,4.629662271409043,1.2084375370728142,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.5,False,tdf_5knot,even_odd_index,3.432574214694563,4.02254836773297,4.302143124951321,0.811397793835354,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.5,False,nfw_refit_scaled,even_odd_index,3.877082355680861,3.449969057598036,5.0907985146519765,2.6975519944996265,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.5,False,mond_fit_a0_scaled,even_odd_index,4.316255913462645,4.14492175698957,5.849876179696826,2.118671197272927,36,True,ok:3,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.7,False,tdf_3knot,even_odd_index,3.5367332386901893,3.8250950284474032,4.629662271409043,1.2084375370728142,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.7,False,tdf_5knot,even_odd_index,3.432574214694563,4.02254836773297,4.302143124951321,0.811397793835354,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.7,False,nfw_refit_scaled,even_odd_index,3.877082355680861,3.449969057598036,5.0907985146519765,2.6975519944996265,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,0.7,False,mond_fit_a0_scaled,even_odd_index,4.316255913462645,4.14492175698957,5.849876179696826,2.118671197272927,36,True,ok:3,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.0,False,tdf_3knot,even_odd_index,3.5367332386901893,3.8250950284474032,4.629662271409043,1.2084375370728142,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.0,False,tdf_5knot,even_odd_index,3.432574214694563,4.02254836773297,4.302143124951321,0.811397793835354,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.0,False,nfw_refit_scaled,even_odd_index,3.877082355680861,3.449969057598036,5.0907985146519765,2.6975519944996265,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.0,False,mond_fit_a0_scaled,even_odd_index,4.316255913462645,4.14492175698957,5.849876179696826,2.118671197272927,36,True,ok:3,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.3,False,tdf_3knot,even_odd_index,3.5367332386901893,3.8250950284474032,4.629662271409043,1.2084375370728142,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.3,False,tdf_5knot,even_odd_index,3.432574214694563,4.02254836773297,4.302143124951321,0.811397793835354,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.3,False,nfw_refit_scaled,even_odd_index,3.877082355680861,3.449969057598036,5.0907985146519765,2.6975519944996265,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.5,1.3,False,mond_fit_a0_scaled,even_odd_index,4.316255913462645,4.14492175698957,5.849876179696826,2.118671197272927,36,True,ok:3,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.2,False,tdf_3knot,even_odd_index,4.979255672682997,5.126621320203496,6.82738130476962,1.2180227913937594,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.2,False,tdf_5knot,even_odd_index,3.3571324261373414,4.24298535416021,3.872542173909659,0.9008367085889638,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.2,False,nfw_refit_scaled,even_odd_index,5.0053946795216335,5.226797731495032,6.861605177354557,0.8722886893052828,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.2,False,mond_fit_a0_scaled,even_odd_index,8.10505139277264,8.439830453664882,10.17420854766263,4.725496437467351,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.5,True,tdf_3knot,even_odd_index,4.979255672682997,5.126621320203496,6.82738130476962,1.2180227913937594,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.5,True,tdf_5knot,even_odd_index,3.3571324261373414,4.24298535416021,3.872542173909659,0.9008367085889638,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.5,True,nfw_refit_scaled,even_odd_index,5.0053946795216335,5.226797731495032,6.861605177354557,0.8722886893052828,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.5,True,mond_fit_a0_scaled,even_odd_index,8.10505139277264,8.439830453664882,10.17420854766263,4.725496437467351,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.7,True,tdf_3knot,even_odd_index,4.979255672682997,5.126621320203496,6.82738130476962,1.2180227913937594,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.7,True,tdf_5knot,even_odd_index,3.3571324261373414,4.24298535416021,3.872542173909659,0.9008367085889638,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.7,True,nfw_refit_scaled,even_odd_index,5.0053946795216335,5.226797731495032,6.861605177354557,0.8722886893052828,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,0.7,True,mond_fit_a0_scaled,even_odd_index,8.10505139277264,8.439830453664882,10.17420854766263,4.725496437467351,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.0,True,tdf_3knot,even_odd_index,4.979255672682997,5.126621320203496,6.82738130476962,1.2180227913937594,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.0,True,tdf_5knot,even_odd_index,3.3571324261373414,4.24298535416021,3.872542173909659,0.9008367085889638,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.0,True,nfw_refit_scaled,even_odd_index,5.0053946795216335,5.226797731495032,6.861605177354557,0.8722886893052828,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.0,True,mond_fit_a0_scaled,even_odd_index,8.10505139277264,8.439830453664882,10.17420854766263,4.725496437467351,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.3,False,tdf_3knot,even_odd_index,4.979255672682997,5.126621320203496,6.82738130476962,1.2180227913937594,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
NGC2403,0.7,1.3,False,tdf_5knot,even_odd_index,3.3571324261373414,4.24298535416021,3.872542173909659,0.9008367085889638,36,True,ok:2,0,False,train_only_scaled_holdout,phase_4g_ml_scaled_fair_baseline_comparison
