galaxy_id,n_points,radial_coverage_kpc,v_obs_range,median_v_err_kms,morphology_type,inclination_deg,luminosity_3p6_lsun,disk_scale_length_kpc,bulge_proxy,selection_score,selected_for_expansion_12,selected_for_expansion_20,selection_reason,caveat
NGC4559,32,20.299999999999997,43.8-124.0,5.235,6.0,67.0,19.377,2.1,False,0.5110179677576941,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3521,41,17.229999999999997,143.0-220.0,10.7,4.0,75.0,84.836,2.4,False,0.5053314506369426,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3769,12,35.419999999999995,87.5-126.0,6.75,3.0,70.0,18.679,3.38,False,0.49655578723404253,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
DDO161,31,12.77,16.0-67.5,2.09,10.0,70.0,0.548,1.22,False,0.4957795426657264,True,True,expansion_20:disk_dominated_quota;expansion_12:stratified_subcohort;,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC09037,22,25.53,62.2-160.0,5.545,6.0,65.0,68.614,4.28,False,0.49531525533428167,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC7793,46,7.76,9.1-116.0,6.800000000000001,7.0,47.0,7.05,1.21,False,0.4837833220338983,False,True,expansion_20:disk_dominated_quota;,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4157,17,27.87,96.4-201.0,7.3,3.0,82.0,105.62,2.32,True,0.4759203597560976,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3726,12,29.020000000000003,102.0-169.0,4.9,5.0,53.0,70.234,3.4,False,0.47456357575757574,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4183,23,20.15,47.1-115.0,5.3,6.0,82.0,10.838,2.79,False,0.4714017839805825,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4100,24,20.150000000000002,120.0-195.0,6.15,4.0,73.0,59.394,2.15,False,0.4701045739910314,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC07524,31,10.34,14.4-83.8,3.26,9.0,46.0,2.436,3.46,False,0.4667625314769976,False,True,expansion_20:disk_dominated_quota;,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC08490,30,9.81,38.8-80.1,3.69,9.0,50.0,1.017,0.67,False,0.4552135989643269,False,True,expansion_20:disk_dominated_quota;,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC5585,24,10.870000000000001,11.2-92.3,2.3200000000000003,7.0,51.0,2.943,1.53,False,0.45333101639344264,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F583-1,25,16.0,10.0-86.9,6.0,9.0,63.0,0.986,2.36,False,0.4519318181818182,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0247,26,13.459999999999999,34.6-108.0,4.9,7.0,74.0,7.332,3.74,False,0.44930657575757577,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0891,18,16.189999999999998,192.0-234.0,3.625,3.0,90.0,138.34,2.55,True,0.44269202173913047,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC07125,13,17.24,26.1-65.6,2.35,9.0,90.0,2.712,3.38,False,0.44259381632653066,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC2366,26,5.9399999999999995,4.2-53.7,1.98,10.0,68.0,0.236,0.65,False,0.4385108567335244,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0055,21,12.27,28.7-87.4,4.0,9.0,77.0,4.628,6.11,False,0.42987508333333335,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC05716,12,11.34,39.1-74.7,1.0350000000000001,9.0,54.0,0.588,1.14,False,0.4293770621375311,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0024,29,11.059999999999999,17.4-110.0,8.52,5.0,64.0,3.889,1.34,False,0.4275418727810651,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC12732,16,14.440000000000001,34.2-98.0,3.4400000000000004,9.0,39.0,1.667,1.98,False,0.42683855924170616,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC2915,30,9.7,13.5-86.5,7.835,11.0,56.0,0.641,0.55,False,0.42670896961433574,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0300,25,10.89,33.1-97.0,5.7,7.0,42.0,2.922,1.75,False,0.42509970794392526,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3917,17,13.99,24.3-138.0,3.9,6.0,79.0,21.966,2.63,False,0.42391541292134827,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4217,19,15.85,47.8-191.0,6.65,3.0,86.0,85.299,2.94,True,0.42240643240343345,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3109,25,6.19,6.1-67.3,3.0,9.0,70.0,0.194,1.56,False,0.42231874999999997,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3741,21,6.77,13.1-51.6,2.21,10.0,70.0,0.028,0.2,False,0.42017644140083216,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F568-3,18,17.34,12.4-120.0,8.29,7.0,40.0,8.346,4.99,False,0.4184364085778781,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
ESO079-G014,15,16.26,33.2-178.0,5.1,4.0,79.0,51.733,5.08,False,0.41790492574257426,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F563-1,17,19.03,22.1-112.5,10.7,9.0,25.0,1.903,3.52,False,0.41475845063694267,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC04278,25,6.550000000000001,5.2-92.8,4.0,7.0,90.0,1.307,2.21,False,0.41392708333333333,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F571-8,13,15.33,12.4-144.0,4.0,5.0,85.0,10.164,3.56,False,0.41371558333333336,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC0100,21,9.389999999999999,6.8-91.2,4.09,6.0,89.0,3.232,1.66,False,0.4131380008250825,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC06983,17,13.94,56.9-113.0,5.2,6.0,49.0,5.298,3.21,False,0.41290391176470587,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC08286,17,7.569999999999999,22.2-84.3,2.02,6.0,90.0,1.255,1.05,False,0.41165485683760683,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4088,12,19.740000000000002,84.9-182.0,7.1,4.0,69.0,107.286,2.58,False,0.41160547107438017,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC12632,15,9.95,24.1-73.2,3.0,9.0,46.0,1.301,2.42,False,0.40348125,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC04305,22,5.27,3.2-37.3,3.225,10.0,40.0,0.736,1.16,False,0.40293391033434656,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
ESO116-G012,15,9.61,20.9-112.0,2.96,7.0,74.0,4.292,1.51,False,0.4021248555276382,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC05721,23,6.65,16.5-82.6,4.57,7.0,61.0,0.531,0.38,False,0.40169365595611284,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
D631-7,16,6.74,8.4-58.5,2.205,10.0,59.0,0.196,0.7,False,0.40049037890353917,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC06446,17,9.64,31.3-84.9,4.1,7.0,51.0,0.988,1.49,False,0.3984645824175824,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F574-1,14,12.129999999999999,15.3-99.7,4.4,7.0,65.0,6.537,4.46,False,0.3971827340425532,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC05986,15,8.78,29.5-116.0,3.05,9.0,90.0,4.695,1.67,False,0.39661020186335405,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC00731,12,10.0,29.6-74.0,2.755,10.0,57.0,0.323,2.3,False,0.39471179883945845,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F568-V1,15,17.24,17.4-118.0,13.1,7.0,40.0,3.825,2.85,False,0.3903514640883978,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F579-V1,14,14.74,35.7-114.0,9.2,5.0,26.0,11.848,3.37,False,0.38417590140845076,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC3877,13,10.48,37.8-171.0,5.7,5.0,76.0,72.535,2.53,False,0.3746494579439253,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4010,12,9.600000000000001,39.3-129.0,5.15,7.0,89.0,17.193,2.81,False,0.3697716256157636,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC07089,12,8.290000000000001,20.9-79.1,4.7,8.0,80.0,3.585,2.26,False,0.366256587628866,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F568-1,12,12.790000000000001,15.7-142.0,9.1,5.0,26.0,6.252,5.18,False,0.36597848936170213,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
F583-4,12,7.07,10.7-69.9,4.9,5.0,55.0,1.715,1.93,False,0.3582285757575757,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
UGC11557,12,10.23,4.0-85.0,7.9,8.0,30.0,12.101,2.75,False,0.35735853488372094,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC1705,14,5.78,50.2-73.2,5.515,11.0,80.0,0.533,0.39,False,0.3547496761768901,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
NGC4214,14,5.42,55.5-80.6,6.465,10.0,15.0,1.141,0.51,False,0.34691348495420843,False,False,,QC/photometry-based score only; not selected using TDF holdout outcomes.
CamB,9,1.6300000000000001,2.0-20.1,1.5,10.0,65.0,0.075,0.47,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
D512-2,4,2.87,22.9-37.2,3.45,10.0,56.0,0.325,1.24,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
D564-8,6,2.5599999999999996,8.5-25.0,1.81,10.0,63.0,0.033,0.61,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
DDO064,14,2.88,6.3-46.9,4.62,10.0,60.0,0.157,0.69,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
DDO168,10,3.71,15.0-55.0,1.6,10.0,63.0,0.191,1.02,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
DDO170,8,10.46,27.7-62.2,1.15,10.0,66.0,0.543,1.95,False,0.0,False,False,,Not eligible: n_points<12
ESO444-G084,7,4.180000000000001,18.3-63.1,3.0,10.0,32.0,0.071,0.46,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
F561-1,6,8.05,23.4-50.4,5.0,9.0,24.0,4.077,2.79,False,0.0,False,False,,Not eligible: n_points<12
F563-V1,6,6.5600000000000005,12.0-29.5,5.0,10.0,60.0,1.54,3.79,False,0.0,False,False,,Not eligible: n_points<12
F563-V2,10,10.190000000000001,11.9-118.0,11.44,10.0,29.0,2.986,2.43,False,0.0,False,False,,Not eligible: n_points<12
F565-V2,7,7.540000000000001,21.7-83.1,7.0,10.0,60.0,0.559,2.17,False,0.0,False,False,,Not eligible: n_points<12
F567-2,5,7.67,26.9-52.2,8.0,9.0,20.0,2.134,3.08,False,0.0,False,False,,Not eligible: n_points<12
F571-V1,7,11.64,32.0-84.3,6.0,7.0,30.0,1.849,2.47,False,0.0,False,False,,Not eligible: n_points<12
F574-2,5,8.66,12.6-40.0,8.0,9.0,30.0,2.877,3.76,False,0.0,False,False,,Not eligible: n_points<12
KK98-251,15,2.88,4.2-34.6,2.0,10.0,59.0,0.085,1.34,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
NGC2683,11,31.729999999999997,150.0-212.0,10.0,3.0,80.0,80.415,2.18,True,0.0,False,False,,Not eligible: n_points<12
NGC2976,27,2.16,6.8-88.7,3.3,5.0,61.0,3.371,1.01,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
NGC3893,10,17.310000000000002,145.0-194.0,6.9,5.0,49.0,58.525,2.38,False,0.0,False,False,,Not eligible: n_points<12
NGC3949,7,5.33,123.0-169.0,6.6,4.0,55.0,38.067,3.59,False,0.0,False,False,,Not eligible: n_points<12
NGC3953,8,12.18,181.0-224.0,6.1,4.0,62.0,141.301,4.89,False,0.0,False,False,,Not eligible: n_points<12
NGC3972,10,7.8500000000000005,39.6-134.0,4.9,4.0,77.0,14.353,2.18,False,0.0,False,False,,Not eligible: n_points<12
NGC3992,9,36.830000000000005,237.0-272.0,6.2,4.0,56.0,226.932,4.96,False,0.0,False,False,,Not eligible: n_points<12
NGC4051,7,10.45,116.0-161.0,7.4,4.0,49.0,95.268,4.65,False,0.0,False,False,,Not eligible: n_points<12
NGC4068,6,2.12,4.7-41.9,2.9450000000000003,10.0,44.0,0.236,0.59,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
NGC4085,7,5.33,42.2-136.0,5.9,5.0,82.0,21.724,1.65,False,0.0,False,False,,Not eligible: n_points<12
NGC4138,7,15.969999999999999,145.0-195.0,14.7,0.0,53.0,44.111,1.51,True,0.0,False,False,,Not eligible: n_points<12
NGC4389,6,4.45,27.3-110.0,6.550000000000001,4.0,50.0,21.328,2.79,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
NGC5005,18,10.98,211.0-265.0,22.25,4.0,68.0,178.72,9.45,True,0.0,False,False,,Not eligible: median_v_err>20.0
NGC6789,4,0.61,13.9-60.4,4.01,11.0,43.0,0.1,0.31,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
PGC51017,6,3.3,18.2-20.5,1.8599999999999999,11.0,66.0,0.155,0.53,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC00191,9,9.360000000000001,29.9-83.8,1.87,9.0,45.0,2.004,1.58,False,0.0,False,False,,Not eligible: n_points<12
UGC00634,4,13.500000000000002,69.8-108.0,1.9749999999999999,9.0,37.0,2.989,2.45,False,0.0,False,False,,Not eligible: n_points<12
UGC00891,5,5.91,24.4-63.8,0.95,9.0,60.0,0.374,1.43,False,0.0,False,False,,Not eligible: n_points<12
UGC01230,11,35.76,19.8-113.0,10.7,9.0,22.0,7.62,4.34,False,0.0,False,False,,Not eligible: n_points<12
UGC01281,25,4.91,1.4-56.9,4.0,8.0,90.0,0.353,1.63,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
UGC02023,5,3.0199999999999996,15.1-58.8,8.69,10.0,19.0,1.308,1.55,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC02259,8,7.120000000000001,56.1-90.0,1.9,8.0,41.0,1.725,1.62,False,0.0,False,False,,Not eligible: n_points<12
UGC02455,8,3.5300000000000002,16.9-61.0,3.64,10.0,51.0,3.649,0.99,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC04325,8,4.89,41.3-92.7,3.05,9.0,41.0,2.026,1.86,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC04483,8,1.13,5.1-24.3,1.69,10.0,58.0,0.013,0.18,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC04499,9,7.27,26.0-74.3,2.85,8.0,50.0,1.552,1.73,False,0.0,False,False,,Not eligible: n_points<12
UGC05005,11,27.83,14.5-100.0,10.0,10.0,41.0,4.1,3.2,False,0.0,False,False,,Not eligible: n_points<12
UGC05414,6,3.43,20.5-61.4,2.45,10.0,55.0,1.123,1.47,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC05750,11,22.540000000000003,3.1-78.9,10.0,8.0,64.0,3.336,3.46,False,0.0,False,False,,Not eligible: n_points<12
UGC05764,10,3.2600000000000002,21.4-55.8,0.96,10.0,60.0,0.085,1.17,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC05829,11,6.28,14.8-68.6,5.06,10.0,34.0,0.564,1.99,False,0.0,False,False,,Not eligible: n_points<12
UGC05918,8,3.9,16.9-44.5,3.93,10.0,46.0,0.233,1.66,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC05999,5,12.739999999999998,46.2-100.0,5.0,10.0,22.0,3.384,3.22,False,0.0,False,False,,Not eligible: n_points<12
UGC06399,9,6.9799999999999995,24.8-87.6,4.9,9.0,75.0,2.296,2.05,False,0.0,False,False,,Not eligible: n_points<12
UGC06628,7,6.59,26.9-42.3,8.27,9.0,20.0,3.739,2.82,False,0.0,False,False,,Not eligible: n_points<12
UGC06667,9,6.9799999999999995,26.6-85.7,3.4,6.0,89.0,1.397,5.15,False,0.0,False,False,,Not eligible: n_points<12
UGC06818,8,6.11,23.4-74.4,5.225,9.0,75.0,1.588,1.39,False,0.0,False,False,,Not eligible: n_points<12
UGC06917,11,8.73,59.2-111.0,4.0,9.0,56.0,6.832,2.76,False,0.0,False,False,,Not eligible: n_points<12
UGC06923,6,4.23,40.5-81.1,5.199999999999999,10.0,65.0,2.89,1.44,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC06930,10,14.87,54.7-109.0,6.6,7.0,32.0,8.932,3.94,False,0.0,False,False,,Not eligible: n_points<12
UGC06973,9,6.109999999999999,170.0-180.0,4.8,2.0,71.0,53.87,1.07,True,0.0,False,False,,Not eligible: n_points<12
UGC07151,11,5.0,24.2-76.2,2.4,6.0,90.0,2.284,1.25,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07232,4,0.61,16.4-44.0,3.3,10.0,59.0,0.113,0.29,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07261,7,5.72,46.8-76.1,5.66,8.0,30.0,1.753,1.2,False,0.0,False,False,,Not eligible: n_points<12
UGC07323,10,5.24,23.9-85.6,3.87,8.0,47.0,4.109,2.26,False,0.0,False,False,,Not eligible: n_points<12
UGC07399,10,5.52,47.3-106.0,3.1399999999999997,8.0,55.0,1.156,1.64,False,0.0,False,False,,Not eligible: n_points<12
UGC07559,7,2.17,9.3-32.1,3.23,10.0,61.0,0.109,0.58,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07577,9,1.5,3.7-17.8,3.17,10.0,63.0,0.045,0.9,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07603,12,3.7700000000000005,19.6-64.0,2.89,7.0,78.0,0.376,0.53,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
UGC07608,8,4.180000000000001,14.6-69.3,6.69,10.0,25.0,0.264,1.5,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07690,7,3.54,45.3-60.7,4.31,10.0,41.0,0.858,0.57,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC07866,7,1.9899999999999998,12.2-33.1,4.07,10.0,44.0,0.124,0.61,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC08550,11,4.87,25.0-57.8,2.05,7.0,90.0,0.289,0.45,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC08837,8,3.68,7.3-48.0,2.31,10.0,80.0,0.501,1.72,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC09992,5,3.1100000000000003,28.1-34.3,5.66,10.0,30.0,0.336,1.04,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGC10310,7,6.640000000000001,33.2-73.2,5.06,9.0,34.0,1.741,1.8,False,0.0,False,False,,Not eligible: n_points<12
UGC11820,10,15.56,16.0-84.5,2.335,9.0,45.0,0.97,2.08,False,0.0,False,False,,Not eligible: n_points<12
UGCA281,7,0.9900000000000001,7.0-29.5,1.59,11.0,67.0,0.194,1.72,False,0.0,False,False,,Not eligible: n_points<12;radial_coverage<=5.0
UGCA442,8,5.91,14.2-57.8,1.91,9.0,64.0,0.14,1.18,False,0.0,False,False,,Not eligible: n_points<12
UGCA444,36,2.5,6.5-38.3,3.645,10.0,78.0,0.012,0.83,False,0.0,False,False,,Not eligible: radial_coverage<=5.0
