galaxy_id,r_kpc,segment_index,step,dtaudr_before,dtaudr_after,relative_jump_before,relative_jump_after,correction_applied,abs_correction_dtaudr
NGC2403,3.24,30,none,-162.2500303951376,-162.2500303951376,0.12534556401036678,0.12534556401036678,False,0.0
NGC2403,3.34,31,r2_cap,-66.0102949852503,-121.68752279635319,0.5931569638261928,0.25000000000000006,True,55.677227811102895
NGC2403,3.4400000000000004,32,r2_cap,152.86931232091635,91.2656420972649,2.256244755485298,1.75,True,61.60367022365145
NGC2403,3.54,33,r2_cap,326.5286629526453,114.08205262158113,2.5777830018951993,0.25,True,212.44661033106416
NGC2403,3.6399999999999997,34,r2_cap,417.3680216802167,142.6025657769764,2.6584897631940256,0.24999999999999997,True,274.7654559032403
NGC2403,3.74,35,r2_cap,525.5296833773072,178.25320722122052,2.6852750896446733,0.2500000000000001,True,347.27647615608663
NGC2403,3.8449999999999998,36,r2_cap,762.9459230769232,222.81650902652564,3.2801245204529303,0.24999999999999992,True,540.1294140503976
NGC2403,3.9450000000000003,37,r2_cap,763.2809523809533,278.52063628315705,2.425603227138286,0.25,True,484.76031609779625
NGC2403,4.23,38,r2_cap,752.62225950783,348.1507953539463,1.7022136296668486,0.25,True,404.4714641538837
NGC2403,4.72,39,r2_cap,894.7606237424542,435.18849419243287,1.5700375690160318,0.24999999999999997,True,459.5721295500213
NGC2403,5.22,40,r2_cap,1023.7096709323588,543.9856177405411,1.3523362510583563,0.25000000000000006,True,479.7240531918177
NGC2403,5.715,41,r2_cap,1070.1062248322153,679.9820221756763,0.967159038646886,0.2499999999999999,True,390.12420265653896
NGC2403,6.21,42,r2_cap,1105.9907120743032,849.9775277195954,0.6264999308887107,0.25,True,256.01318435470785
NGC2403,6.71,43,r2_cap,1084.9530747126437,1062.4719096494941,0.27644912874751426,0.24999999999999986,True,22.481165063149547
NGC2403,7.205,44,none,1064.5610067114092,1064.5610067114092,0.0019662609834119873,0.0019662609834119873,False,0.0
NGC2403,7.7,45,none,1041.4479874213837,1041.4479874213837,0.021711314940442077,0.021711314940442077,False,0.0
NGC2403,8.2,46,none,1043.308781065089,1043.308781065089,0.0017867369913620952,0.0017867369913620952,False,0.0
NGC2403,8.695,47,none,1039.9408277404923,1039.9408277404923,0.0032281462456000033,0.0032281462456000033,False,0.0
NGC2403,9.19,48,none,1008.0695550847456,1008.0695550847456,0.03064719819203008,0.03064719819203008,False,0.0
NGC2403,9.69,49,none,953.2614386317908,953.2614386317908,0.0543693797481536,0.0543693797481536,False,0.0
NGC2403,10.184999999999999,50,none,922.8577468839884,922.8577468839884,0.03189438963506238,0.03189438963506238,False,0.0
NGC2403,10.68,51,none,917.706669716377,917.706669716377,0.005581658912225596,0.005581658912225596,False,0.0
NGC2403,11.18,52,none,935.6647419072616,935.6647419072616,0.019568422877905754,0.019568422877905754,False,0.0
NGC2403,11.675,53,none,910.8787751677852,910.8787751677852,0.02649022200938407,0.02649022200938407,False,0.0
NGC2403,12.17,54,none,927.4922624798712,927.4922624798712,0.018238966331195712,0.018238966331195712,False,0.0
NGC2403,12.67,55,none,922.924814241486,922.924814241486,0.004924513576181227,0.004924513576181227,False,0.0
NGC2403,13.17,56,none,901.3696423248882,901.3696423248882,0.023355284833589764,0.023355284833589764,False,0.0
NGC2403,13.665,57,none,882.187627606039,882.187627606039,0.021280963789032638,0.021280963789032638,False,0.0
NGC2403,14.16,58,none,862.466557945871,862.466557945871,0.022354733894516622,0.022354733894516622,False,0.0
NGC2403,14.66,59,none,861.2113950368879,861.2113950368879,0.0014553177713609703,0.0014553177713609703,False,0.0
NGC2403,15.155000000000001,60,none,843.184987012987,843.184987012987,0.020931455537845946,0.020931455537845946,False,0.0
NGC2403,15.65,61,none,809.1113396226416,809.1113396226416,0.040410642878086,0.040410642878086,False,0.0
NGC2403,16.15,62,none,809.4382195121952,809.4382195121952,0.0004039986507989176,0.0004039986507989176,False,0.0
NGC2403,16.645,63,none,795.1962995855536,795.1962995855536,0.01759482018927216,0.01759482018927216,False,0.0
NGC2403,17.14,64,none,811.6100632547441,811.6100632547441,0.020641146944150996,0.020641146944150996,False,0.0
NGC2403,17.64,65,none,797.0306036892117,797.0306036892117,0.01796362591546163,0.01796362591546163,False,0.0
NGC2403,18.134999999999998,66,none,768.31063656148,768.31063656148,0.03603370685491339,0.03603370685491339,False,0.0
NGC2403,18.63,67,none,726.6395921610169,726.6395921610169,0.05423723480773205,0.05423723480773205,False,0.0
NGC2403,19.13,68,none,726.7004489164087,726.7004489164087,8.375094895505108e-05,8.375094895505108e-05,False,0.0
NGC2403,19.625,69,none,738.9663110216406,738.9663110216406,0.016878842064184333,0.016878842064184333,False,0.0
NGC2403,20.12,70,none,710.4208492881687,710.4208492881687,0.03862890812168024,0.03862890812168024,False,0.0
NGC2403,20.62,71,none,682.9488356492573,682.9488356492573,0.038670055455773865,0.038670055455773865,False,0.0
NGC2403,0.16,-1,r6_inner_trim,384.6618749999997,,1.0211864390891767,,True,
