galaxy_id,r_kpc,v_obs_kms,v_err_kms,v_bar_kms,residual_v2_kms2,residual_policy_applied,K_tau,dtaudr_reconstructed,tau_reconstructed,dtaudr_smoothed_diagnostic,tau_smoothed_diagnostic,negative_residual_flag,data_source,data_mode,reconstruction_stage,tau_frozen,dtaudr_frozen,tau_regularized,dtaudr_regularized
NGC2403,2.47,97.2,1.12,105.8918665431864,-1765.2473999999984,allow_signed,1.0,-573.5679986370595,-393.89081234109125,-672.1910557201311,-699.6642246129187,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-715.0149407704192,-714.6750607287443,-393.89081234109125,-573.5679986370595
NGC2403,2.57,98.2,1.41,105.44533797186104,-1475.479299999999,allow_signed,1.0,-574.1164591439685,-451.27503523014246,-590.5954685448254,-762.8035508261663,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-779.4545167640547,-574.1164591439685,-451.27503523014246,-574.1164591439685
NGC2403,2.68,98.2,1.12,104.8043329256954,-1340.7082000000028,allow_signed,1.0,-500.2642537313443,-510.36597443828487,-506.1164097140035,-823.1227041304021,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-838.545455972197,-500.2642537313443,-510.36597443828487,-500.2642537313443
NGC2403,2.78,98.2,1.6,104.27580016475538,-1230.2024999999994,allow_signed,1.0,-442.51888489208613,-557.5051313694562,-423.7870289466073,-869.6178760634325,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-885.6846129033684,-442.51888489208613,-557.5051313694562,-442.51888489208613
NGC2403,2.88,99.1,2.69,103.74163339759018,-941.516499999998,allow_signed,1.0,-331.8891636690646,-596.2255337975138,-328.167225814732,-907.2155888014996,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-924.1563297174172,-326.9154513888882,-596.2255337975138,-331.8891636690646
NGC2403,2.98,100.0,2.69,103.3741940718282,-686.2240000000002,allow_signed,1.0,-248.91687275179845,-625.2658356185569,-226.4585197149571,-934.946876077984,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-952.0159277902172,-230.27651006711417,-625.2658356185569,-248.91687275179845
NGC2403,3.08,102.0,3.16,103.28898876453384,-264.61519999999837,allow_signed,1.0,-186.68765456384884,-647.0460619843393,-153.59294851340002,-953.949449489402,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-967.8254545922742,-85.91402597402544,-647.0460619843393,-186.68765456384884
NGC2403,3.19,101.0,3.4,103.25176850785655,-459.9276999999984,allow_signed,1.0,-144.17796238244463,-665.2436709163854,-134.3512020895549,-969.7863777725644,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-980.48051395188,-144.17796238244463,-665.2436709163854,-144.17796238244463
NGC2403,3.29,101.0,3.4,103.60889247550136,-533.8026000000027,allow_signed,1.0,-162.2500303951376,-680.5650705552646,-111.5344735814277,-982.0806615561136,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-995.8019135907592,-162.2500303951376,-680.5650705552646,-162.2500303951376
NGC2403,3.39,103.0,2.93,104.08061731177423,-223.77489999999852,allow_signed,1.0,-121.68752279635319,-694.7619482148391,-17.250449939631206,-988.5199077321664,True,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-1007.2149298597786,-66.0102949852503,-694.7619482148391,-121.68752279635319
NGC2403,3.49,107.0,2.46,104.47720373363752,533.5138999999981,allow_signed,1.0,91.2656420972649,-696.2830422497935,139.5790335650263,-982.4034785508968,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-1002.8719789929952,152.86931232091635,-696.2830422497935,91.2656420972649
NGC2403,3.59,110.0,2.46,104.53593688296864,1172.2378999999964,allow_signed,1.0,114.08205262158113,-686.0156575138512,295.80265558105515,-960.6343940935928,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-978.9020802293172,326.5286629526453,-686.0156575138512,114.08205262158113
NGC2403,3.69,112.0,3.4,104.8995328874252,1540.0879999999995,allow_signed,1.0,142.6025657769764,-673.1814265939233,425.29515043027834,-924.579503793026,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-941.7072459976742,417.3680216802167,-673.1814265939233,142.6025657769764
NGC2403,3.79,114.0,5.1,104.90110819243048,1991.7574999999945,allow_signed,1.0,178.25320722122052,-657.1386379440135,558.2228820020669,-875.4036021714088,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-894.5623607447981,525.5296833773072,-657.1386379440135,178.25320722122052
NGC2403,3.9,118.0,5.1,104.635132245341,2975.4891000000007,allow_signed,1.0,222.81650902652564,-635.0798035503874,684.9668079649335,-807.0281692232238,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-823.6962023898154,762.9459230769232,-635.0798035503874,222.81650902652564
NGC2403,3.99,118.0,4.85,104.30009108337345,3045.4910000000036,allow_signed,1.0,278.52063628315705,-612.5196320114516,754.4868197503221,-742.2527559760371,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-755.0159929942107,763.2809523809533,-612.5196320114516,278.52063628315705
NGC2403,4.47,118.0,5.36,102.76078288919368,3364.2214999999997,allow_signed,1.0,348.1507953539463,-462.1184884185469,805.1915118810664,-367.9299563845042,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,-391.1992221409031,752.62225950783,-462.1184884185469,348.1507953539463
NGC2403,4.97,121.0,2.57,100.96553718967677,4446.960299999997,allow_signed,1.0,435.18849419243287,-266.2836660319521,894.2655538070787,56.9343100375321,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,20.646498671667928,894.7606237424542,-266.2836660319521,435.18849419243287
NGC2403,5.47,124.0,0.22,98.87521479116998,5599.691900000002,allow_signed,1.0,543.9856177405411,-21.490138048708616,992.6282632253644,528.6577642956429,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,500.2640723403712,1023.7096709323588,-21.490138048708616,543.9856177405411
NGC2403,5.96,125.0,0.88,96.16219059484864,6377.8331000000035,allow_signed,1.0,679.9820221756763,278.3819337307648,1057.420577730856,1030.919730329917,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1013.248966802692,1070.1062248322153,278.3819337307648,679.9820221756763
NGC2403,6.46,126.0,0.45,93.44142550282504,7144.699999999999,allow_signed,1.0,849.9775277195954,660.8718212045827,1084.2600333878156,1566.339883109585,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,1557.2732010293216,1105.9907120743032,660.8718212045827,849.9775277195954
NGC2403,6.96,126.0,0.55,91.2399397194014,7551.273399999998,allow_signed,1.0,1062.4719096494941,1138.984180546855,1081.471335559934,2107.7727253465223,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2105.0091477260585,1084.9530747126437,1138.984180546855,1062.4719096494941
NGC2403,7.45,126.0,0.45,89.13484447734231,7930.979499999999,allow_signed,1.0,1064.5610067114092,1660.1072450552765,1064.89445403997,2633.6323437984993,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,2631.640097674951,1064.5610067114092,1660.1072450552765,1064.5610067114092
NGC2403,7.95,126.0,0.24,87.15783671018917,8279.5115,allow_signed,1.0,1041.4479874213837,2186.609493588475,1049.8886016214708,3162.3281077138595,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3158.14234620815,1041.4479874213837,2186.609493588475,1041.4479874213837
NGC2403,8.45,127.0,1.45,85.51631891048632,8815.959200000001,allow_signed,1.0,1043.308781065089,2707.7986857100923,1041.0661527955615,3685.0667963181168,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,3679.3315383297663,1043.308781065089,2707.7986857100923,1043.308781065089
NGC2403,8.94,128.0,1.12,84.18389988590455,9297.071,allow_signed,1.0,1039.9408277404923,3218.19483986746,1028.0251762214464,4191.994171927284,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,4189.727692487135,1039.9408277404923,3218.19483986746,1039.9408277404923
NGC2403,9.44,128.0,1.68,82.87233193291956,9516.1766,allow_signed,1.0,1008.0695550847456,3730.1974355737693,999.5667408726856,4698.892151200816,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,4701.730288193445,1008.0695550847456,3730.1974355737693,1008.0695550847456
NGC2403,9.94,127.0,2.56,81.5694875550901,9475.4187,allow_signed,1.0,953.2614386317908,4220.530184002903,962.2541096399513,5189.347363828976,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5192.063036622579,953.2614386317908,4220.530184002903,953.2614386317908
NGC2403,10.43,127.0,1.24,80.64486158460439,9625.4063,allow_signed,1.0,922.8577468839884,4680.179384454269,934.7428513797232,5654.111619278797,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,5651.712237073944,922.8577468839884,4680.179384454269,922.8577468839884
NGC2403,10.93,128.0,0.21,79.70863253123842,10030.5339,allow_signed,1.0,917.706669716377,5140.32048860436,925.31032154668,6119.124912510398,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6111.853341224036,917.706669716377,5140.32048860436,917.706669716377
NGC2403,11.43,130.0,1.13,78.77405664303446,10694.648,allow_signed,1.0,935.6647419072616,5603.66334151027,924.2158243109582,6581.506448974807,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,6575.196194129945,935.6647419072616,5603.66334151027,935.6647419072616
NGC2403,11.92,130.0,2.23,77.73239350489601,10857.675,allow_signed,1.0,910.8787751677852,6056.066503193656,921.9280641974024,7033.811701659356,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7027.599355813331,910.8787751677852,6056.066503193656,910.8787751677852
NGC2403,12.42,132.0,2.68,76.84104437083087,11519.4539,allow_signed,1.0,927.4922624798712,6515.65926260557,921.144457612846,7494.579832111918,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7487.192115225245,927.4922624798712,6515.65926260557,927.4922624798712
NGC2403,12.92,133.0,2.68,75.92635510809143,11924.188599999998,allow_signed,1.0,922.924814241486,6978.263531785909,915.7440057975086,7953.801947964507,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,7949.796384405585,922.924814241486,6978.263531785909,922.924814241486
NGC2403,13.42,133.0,3.37,74.7838177682846,12096.3806,allow_signed,1.0,901.3696423248882,7434.337145927503,901.11481714222,8408.01665369944,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8405.869998547178,901.3696423248882,7434.337145927503,901.3696423248882
NGC2403,13.91,133.0,3.81,73.60550319099788,12271.229900000002,allow_signed,1.0,882.187627606039,7871.3086770605805,883.1460973670643,8845.160577754215,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,8842.841529680256,882.187627606039,7871.3086770605805,882.187627606039
NGC2403,14.41,133.0,2.56,72.53176476551498,12428.1431,allow_signed,1.0,862.466557945871,8307.472223448558,868.0272530268468,9282.953915352691,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9279.005076068232,862.466557945871,8307.472223448558,862.466557945871
NGC2403,14.91,134.0,0.56,71.52159184470099,12840.6619,allow_signed,1.0,861.2113950368879,8738.391711694248,855.4207708752306,9713.815921328212,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,9709.924564313924,861.2113950368879,8738.391711694248,861.2113950368879
NGC2403,15.4,134.0,0.79,70.50497287425901,12985.0488,allow_signed,1.0,843.184987012987,9155.968825296468,838.484757314541,10128.822775734709,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,10127.501677916143,843.184987012987,9155.968825296468,843.184987012987
NGC2403,15.9,133.0,0.67,69.45595510825547,12864.870300000002,allow_signed,1.0,809.1113396226416,9569.042906955376,819.7526369852067,10543.382124309644,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,10540.575759575053,809.1113396226416,9569.042906955376,809.1113396226416
NGC2403,16.4,134.0,2.35,68.41939198794446,13274.786800000002,allow_signed,1.0,809.4382195121952,9973.680296739083,808.0283276743355,10950.327365474528,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,10945.21314935876,809.4382195121952,9973.680296739083,809.4382195121952
NGC2403,16.89,134.0,4.13,67.26911995856642,13430.8655,allow_signed,1.0,795.1962995855536,10366.815753918034,803.5576100475259,11345.165920216386,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,11338.34860653771,795.1962995855536,10366.815753918034,795.1962995855536
NGC2403,17.39,136.0,3.91,66.19743952752252,14113.899,allow_signed,1.0,811.6100632547441,10768.517344628108,801.2607538850048,11746.37051119952,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,11740.050197247783,811.6100632547441,10768.517344628108,811.6100632547441
NGC2403,17.89,136.0,6.38,65.09318320684586,14258.8775,allow_signed,1.0,797.0306036892117,11170.677511364096,789.4466197273621,12144.04735460261,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,12142.210363983771,797.0306036892117,11170.677511364096,797.0306036892117
NGC2403,18.38,135.0,8.39,64.05818058608908,14121.5495,allow_signed,1.0,768.31063656148,11554.186115225515,765.2549098433673,12524.949229347438,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,12525.71896784519,768.31063656148,11554.186115225515,768.31063656148
NGC2403,18.88,133.0,7.83,63.00828913722384,13718.9555,allow_signed,1.0,726.6395921610169,11927.92367240614,741.5115701064269,12901.640849334886,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,12899.456525025817,726.6395921610169,11927.92367240614,726.6395921610169
NGC2403,19.38,134.0,6.26,62.22977824161034,14083.4547,allow_signed,1.0,726.7004489164087,12291.258682675496,731.1446393294208,13269.804901693848,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,13262.791535295171,726.7004489164087,12291.258682675496,726.7004489164087
NGC2403,19.87,136.0,5.6,61.74738375024483,14683.2606,allow_signed,1.0,738.9663110216406,12650.34703886032,725.2832181117391,13626.629726766932,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,13621.879891479995,738.9663110216406,12650.34703886032,738.9663110216406
NGC2403,20.37,135.0,5.24,61.26766928813272,14471.272699999998,allow_signed,1.0,710.4208492881687,13012.693828937772,710.0304999152883,13985.45815627369,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,13984.226681557448,710.4208492881687,13012.693828937772,710.4208492881687
NGC2403,20.87,134.0,3.12,60.85111174004958,14253.1422,allow_signed,1.0,682.9488356492573,13361.036250172128,692.8204734120661,14336.170899605528,False,SPARC_Lelli2016,observational_raw_ingestion,phase_2a_radial_reconstruction,14332.569102791804,682.9488356492573,13361.036250172128,682.9488356492573
