model_name,galaxy_id,n_points,n_parameters,rmse_kms,chi_square,reduced_chi_square,aic,bic,fit_success,fit_status,data_source,data_mode,comparison_stage
nfw_refit,NGC7814,18,2,29.619693607155615,158.34956524783755,10.556637683189171,162.34956524783755,164.1303087636299,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_3a_r_robust_refit
burkert_refit,NGC7814,18,2,43.0050110443022,505.0075295023251,33.66716863348834,509.0075295023251,510.7882730181174,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3a_r_robust_refit
mond_fixed_a0_simple,DDO154,12,0,6.768714094625777,2385.6519617803683,216.87745107094256,2385.6519617803683,2385.6519617803683,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,DDO154,12,1,4.198129374612505,287.4203371452535,28.74203371452535,289.4203371452535,289.9052437950415,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,DDO154,12,0,6.740476244873735,2359.131041681359,214.466458334669,2359.131041681359,2359.131041681359,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC2403,73,0,19.398648478783375,23692.112182884153,329.0571136511688,23692.112182884153,23692.112182884153,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC2403,73,1,13.97207844554906,5974.00416518194,84.14090373495691,5976.00416518194,5978.294624623089,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC2403,73,0,18.342568954234885,21323.56707485189,296.16065381738736,21323.56707485189,21323.56707485189,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC3198,43,0,36.042006491256686,12971.886980280296,308.8544519114356,12971.886980280296,12971.886980280296,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC3198,43,1,15.208149159951232,1305.9489438958708,31.852413265752947,1307.9489438958708,1309.7101440115644,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC3198,43,0,35.0039918157472,12186.755647717162,290.16084875517055,12186.755647717162,12186.755647717162,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC6503,31,0,25.199234492204255,8005.759777638957,266.8586592546319,8005.759777638957,8005.759777638957,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC6503,31,1,12.438602188260312,1022.8921189830894,35.272142033899634,1024.8921189830894,1026.3261061875746,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC6503,31,0,24.356879748539864,7621.073313138458,254.03577710461525,7621.073313138458,7621.073313138458,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,IC2574,34,0,20.71477583376283,18740.16106379805,567.8836685999408,18740.16106379805,18740.16106379805,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,IC2574,34,1,5.93008031033891,971.8186722228464,30.369333506963955,973.8186722228464,975.3450327474628,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,IC2574,34,0,20.66773551258735,18667.39695269778,565.6786955362965,18667.39695269778,18667.39695269778,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC7814,18,0,35.045179790785646,422.0149674115829,24.82440984774017,422.0149674115829,422.0149674115829,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC7814,18,1,32.06633027519313,239.26357375774947,14.953973359859342,241.26357375774947,242.15394551564563,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC7814,18,0,31.898997067323425,320.22785022845704,18.836932366379827,320.22785022845704,320.22785022845704,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
