galaxy_id,cohort_role,failure_mode_classification,in_sample_best_by_aic,in_sample_best_by_rmse,holdout_best_by_test_rmse,tdf_3knot_holdout_rmse_kms,tdf_5knot_holdout_rmse_kms,nfw_refit_holdout_rmse_kms,mond_fit_a0_holdout_rmse_kms,tdf_3knot_beats_nfw_holdout,tdf_3knot_beats_mond_holdout,primary_tdf_model,sensitivity_tdf_model,counts_as_primary_success,recommended_interpretation
NGC7814,original_controlled_six,tdf_failure_mode,tdf_5knot,tdf_5knot,nfw_refit,155.80246506165764,113.2509558944865,24.889421235840032,27.846169052533394,False,False,tdf_3knot,tdf_5knot,False,NGC7814: canonical all-TDF holdout failure; mandated label preserved.
UGC00128,expansion_addition,mixed_result,tdf_5knot,tdf_4knot,nfw_refit,2.997171278689861,5.059831342446205,2.7179028449342506,6.241303698451873,False,True,tdf_3knot,tdf_5knot,False,UGC00128: near-tie/mixed holdout; not counted as primary success (Phase 5B-Audit guardrail).
UGC02953,expansion_addition,robust_tdf_success,tdf_4knot,tdf_5knot,tdf_5knot,37.79618696343891,26.25464124871154,41.4027634956494,44.21494230510838,True,True,tdf_3knot,tdf_5knot,True,"UGC02953: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC05253,expansion_addition,sensitivity_recovery,tdf_5knot,tdf_5knot,tdf_5knot,48.51663439159767,16.463584420678266,36.149407054866415,37.37998795134056,False,False,tdf_3knot,tdf_5knot,False,UGC05253: tdf_3knot holdout failure with tdf_5knot recovery — sensitivity/high-flexibility only; not primary success (Phase 5B-R guardrail).
UGC06787,expansion_addition,robust_tdf_success,tdf_5knot,tdf_5knot,tdf_5knot,38.28669280316341,30.779843004497494,38.58471173114252,43.087266453973854,True,True,tdf_3knot,tdf_5knot,True,"UGC06787: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC07524,expansion_addition,robust_tdf_success,tdf_4knot,tdf_4knot,tdf_5knot,1.6308767927854229,1.5215151985399813,2.8231430787918326,3.580609503120221,True,True,tdf_3knot,tdf_5knot,True,"UGC07524: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC08490,expansion_addition,robust_tdf_success,rar_fixed,tdf_5knot,tdf_3knot,1.1335625032069097,1.1490723247138581,1.57284946212302,1.821973664675462,True,True,tdf_3knot,tdf_5knot,True,"UGC08490: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC09133,expansion_addition,robust_tdf_success,tdf_5knot,tdf_5knot,tdf_5knot,33.237350285826786,25.73655644742162,36.266416714854394,37.9586280718868,True,True,tdf_3knot,tdf_5knot,True,"UGC09133: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC11455,expansion_addition,robust_tdf_success,tdf_4knot,tdf_3knot,tdf_3knot,15.80879861186421,15.971224204662667,39.35180678411202,39.40120518800472,True,True,tdf_3knot,tdf_5knot,True,"UGC11455: primary tdf_3knot beats NFW and MOND on even/odd holdout (expansion_20; fixed baryons, fixed K_tau)."
UGC12506,expansion_addition,sensitivity_recovery,tdf_5knot,tdf_5knot,tdf_5knot,11.918855070426869,5.761751339958991,8.002394160641833,20.143697846768468,False,True,tdf_3knot,tdf_5knot,False,UGC12506: tdf_3knot holdout failure with tdf_5knot recovery — sensitivity/high-flexibility only; not primary success (Phase 5B-R guardrail).
