model_name,galaxy_id,n_points,n_parameters,rmse_kms,chi_square,reduced_chi_square,aic,bic,fit_success,fit_status,data_source,data_mode,comparison_stage
nfw_refit,NGC7814,18,2,29.619693607155615,158.34956524783755,10.556637683189171,162.34956524783755,164.1303087636299,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_3a_r_robust_refit
burkert_refit,NGC7814,18,2,43.0050110443022,505.0075295023251,33.66716863348834,509.0075295023251,510.7882730181174,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3a_r_robust_refit
mond_fixed_a0_simple,DDO154,12,0,6.768714094625777,2385.6519617803683,216.87745107094256,2385.6519617803683,2385.6519617803683,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,DDO154,12,1,4.198129374612505,287.4203371452535,28.74203371452535,289.4203371452535,289.9052437950415,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,DDO154,12,0,6.740476244873735,2359.131041681359,214.466458334669,2359.131041681359,2359.131041681359,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC2403,73,0,19.398648478783375,23692.112182884153,329.0571136511688,23692.112182884153,23692.112182884153,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC2403,73,1,13.97207844554906,5974.00416518194,84.14090373495691,5976.00416518194,5978.294624623089,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC2403,73,0,18.342568954234885,21323.56707485189,296.16065381738736,21323.56707485189,21323.56707485189,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC3198,43,0,36.042006491256686,12971.886980280296,308.8544519114356,12971.886980280296,12971.886980280296,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC3198,43,1,15.208149159951232,1305.9489438958708,31.852413265752947,1307.9489438958708,1309.7101440115644,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC3198,43,0,35.0039918157472,12186.755647717162,290.16084875517055,12186.755647717162,12186.755647717162,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC6503,31,0,25.199234492204255,8005.759777638957,266.8586592546319,8005.759777638957,8005.759777638957,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC6503,31,1,12.438602188260312,1022.8921189830894,35.272142033899634,1024.8921189830894,1026.3261061875746,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC6503,31,0,24.356879748539864,7621.073313138458,254.03577710461525,7621.073313138458,7621.073313138458,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,IC2574,34,0,20.71477583376283,18740.16106379805,567.8836685999408,18740.16106379805,18740.16106379805,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,IC2574,34,1,5.93008031033891,971.8186722228464,30.369333506963955,973.8186722228464,975.3450327474628,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,IC2574,34,0,20.66773551258735,18667.39695269778,565.6786955362965,18667.39695269778,18667.39695269778,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fixed_a0_simple,NGC7814,18,0,35.045179790785646,422.0149674115829,24.82440984774017,422.0149674115829,422.0149674115829,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
mond_fit_a0_simple,NGC7814,18,1,32.06633027519313,239.26357375774947,14.953973359859342,241.26357375774947,242.15394551564563,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
rar_fixed,NGC7814,18,0,31.898997067323425,320.22785022845704,18.836932366379827,320.22785022845704,320.22785022845704,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_3m_mond_rar_baseline
tdf_3knot,DDO154,12,3,1.5921349231760653,35.98623594722198,4.498279493402747,41.98623594722198,43.440955896585976,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,DDO154,12,4,0.7820894958237656,12.91520154791902,1.84502879255986,20.91520154791902,22.85482814707102,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,DDO154,12,5,0.409070043058108,4.160778997052162,0.6934631661753604,14.160778997052162,16.585312245992164,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_3knot,NGC2403,73,3,8.772620034196754,2672.2288854293665,38.72795486129517,2678.2288854293665,2685.100263752812,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,NGC2403,73,4,5.24102142377372,1213.259237303672,17.84204760740694,1221.259237303672,1230.4210750682655,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,NGC2403,73,5,3.342201802135752,412.0714286204466,6.15031983015592,422.0714286204466,433.5237258261886,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_3knot,NGC3198,43,3,11.58351994363047,317.34873477988333,8.137147045638034,323.34873477988333,328.632335126964,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,NGC3198,43,4,10.203522823889353,89.99777377411344,2.368362467739827,97.99777377411344,105.04257423688767,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,NGC3198,43,5,9.865730773159209,62.512240623933984,1.6895200168630806,72.51224062393399,81.3182412024018,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_3knot,NGC6503,31,3,9.506386482195984,571.8710542972447,21.18040941841647,577.8710542972447,582.1730159107001,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,NGC6503,31,4,7.68509208183087,361.8819508175449,13.918536569905571,369.8819508175449,375.6178996354855,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,NGC6503,31,5,6.485887101228809,216.87044775011896,8.674817910004759,226.87044775011896,234.04038377254471,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_3knot,IC2574,34,3,2.6197249705907217,78.46784178072723,2.615594726024241,84.46784178072723,89.04692335457571,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,IC2574,34,4,2.220318581366541,65.62543264991066,2.262945953445195,73.62543264991066,79.73087474837531,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,IC2574,34,5,1.845783818892216,11.48344290330731,0.4101229608324039,21.48344290330731,29.11524552638812,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_3knot,NGC7814,18,3,25.270186486565944,95.99664982624527,6.85690355901752,101.99664982624527,104.66776509993376,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_4knot,NGC7814,18,4,123.30709479043855,6327.093811827523,486.6995239867325,6335.093811827523,6338.6552988591075,True,ok:2;negative_v2_regions,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
tdf_5knot,NGC7814,18,5,17.44309679604168,30.959809504985977,2.579984125415498,40.95980950498598,45.4116682944668,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_3b_tdf_knot_fit
