galaxy_id,model_name,n_points,n_parameters,rmse_kms,chi_square,reduced_chi_square,aic,bic,fit_success,fit_status,data_source,data_mode,comparison_stage
NGC6503,burkert_refit,31,2,19.97061550277474,2350.495564978757,83.94627017781275,2354.495564978757,2357.3635393877275,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,baryonic_only,18,0,53.457344257273526,2811.539022233666,165.38464836668624,2811.539022233666,2811.539022233666,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,nfw_refit,18,2,29.619693607155615,158.34956524783757,10.556637683189171,162.34956524783757,164.1303087636299,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,burkert_refit,18,2,43.0050110443022,505.0075295023251,33.66716863348834,509.0075295023251,510.7882730181174,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,baryonic_only,115,0,62.22481167957494,61012.34663058202,535.1960230752809,61012.34663058202,61012.34663058202,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,nfw_refit,115,2,42.93948819220433,11111.668554822136,99.2113263823405,11115.668554822136,11121.158419078862,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,burkert_refit,115,2,62.09885522231498,30719.293828503964,274.2794091830711,30723.293828503964,30728.78369276069,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,baryonic_only,73,0,44.104843857397995,12202.060379731527,169.47306082960455,12202.060379731527,12202.060379731527,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,nfw_refit,73,2,37.1327570716154,9156.901722309094,130.81288174727277,9160.901722309094,9165.482641191391,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,burkert_refit,73,2,44.1048438572303,12202.060379987508,174.31514828553583,12206.060379987508,12210.641298869805,True,ok:3,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,baryonic_only,68,0,61.91748044477971,59213.792116995464,883.7879420447084,59213.792116995464,59213.792116995464,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,nfw_refit,68,2,38.041407769911906,5645.0519953558,86.84695377470462,5649.0519953558,5653.491010766152,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,burkert_refit,68,2,59.07732294841767,14738.680698916054,226.74893382947775,14742.680698916054,14747.119714326407,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,baryonic_only,71,0,64.96642478114666,42856.984654369364,612.2426379195623,42856.984654369364,42856.984654369364,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,nfw_refit,71,2,38.0051400037738,3590.556218653593,52.80229733314108,3594.556218653593,3599.081578407676,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,burkert_refit,71,2,61.012679486434386,12460.260953781384,183.23913167325566,12464.260953781384,12468.786313535467,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,baryonic_only,28,0,58.26922066188828,95924.39957973869,3552.7555399903217,95924.39957973869,95924.39957973869,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,nfw_refit,28,2,53.99211814838837,90694.99622960962,3627.7998491843846,90698.99622960962,90701.66063862997,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,burkert_refit,28,2,58.26922066388271,95924.39958283296,3836.9759833133185,95928.39958283296,95931.06399185331,True,ok:1,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,baryonic_only,22,0,65.11324314929104,98063.57398132826,4669.693999110869,98063.57398132826,98063.57398132826,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,nfw_refit,22,2,4.489743993233035,68.350377098664,3.5973882683507368,72.350377098664,74.53246200538064,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,burkert_refit,22,2,21.27619463900156,885.7838236638873,46.620201245467754,889.7838236638873,891.965908570604,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,baryonic_only,28,0,55.649949442799354,2037.1472333646566,75.44989753202432,2037.1472333646566,2037.1472333646566,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,nfw_refit,28,2,22.43029969499277,85.09168911190015,3.403667564476006,89.09168911190015,91.75609813225056,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,burkert_refit,28,2,36.42900548314836,285.4663208272111,11.418652833088444,289.4663208272111,292.13072984756155,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,baryonic_only,31,0,78.84357368691506,1070.7164956503475,35.69054985501158,1070.7164956503475,1070.7164956503475,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,nfw_refit,31,2,9.979747324437644,11.448335891318923,0.40886913897567584,15.448335891318923,18.316310300289217,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,burkert_refit,31,2,17.015702593236163,26.021247669812066,0.9293302739218595,30.021247669812066,32.88922207878236,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,baryonic_only,36,0,39.82149446522485,1415.4862332054397,40.44246380586971,1415.4862332054397,1415.4862332054397,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,nfw_refit,36,2,39.82533264987001,1408.528890942597,42.68269366492718,1412.528890942597,1415.6959288195092,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,burkert_refit,36,2,39.82149446611566,1415.4862333196518,42.89352222180763,1419.4862333196518,1422.653271196564,True,ok:1,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,baryonic_only,44,0,43.27900492409794,4753.167465144324,110.53877825917031,4753.167465144324,4753.167465144324,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,nfw_refit,44,2,8.147753235418012,350.7718326396523,8.555410552186641,354.7718326396523,358.3402119074888,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,burkert_refit,44,2,29.782309998789287,2513.76753985808,61.311403411172684,2517.76753985808,2521.3359191259165,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,baryonic_only,31,0,21.314890160291675,10061.08143490559,335.3693811635197,10061.08143490559,10061.08143490559,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,nfw_refit,31,2,3.8579646960291623,61.485238912719794,2.195901389739993,65.4852389127198,68.35321332169009,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,burkert_refit,31,2,18.049060734668508,1299.0779825137888,46.39564223263532,1303.0779825137888,1305.945956922759,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,baryonic_only,46,0,11.486837363798386,116.89254652096825,2.5976121449104057,116.89254652096825,116.89254652096825,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,nfw_refit,46,2,8.536836575515508,77.01910842639924,1.7911420564278893,81.01910842639924,84.67639121937744,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,burkert_refit,46,2,11.486837377713966,116.89254678657016,2.7184313206179107,120.89254678657016,124.54982957954836,True,ok:1,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,baryonic_only,31,0,26.756759638805764,1932.5548621308883,64.41849540436294,1932.5548621308883,1932.5548621308883,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,nfw_refit,31,2,3.0893361111235267,27.250081284669065,0.9732171887381809,31.250081284669065,34.118055693639356,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,burkert_refit,31,2,13.428776379367058,522.5377168771836,18.66206131704227,526.5377168771836,529.4056912861539,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,baryonic_only,30,0,38.25426280569027,3224.2462000282403,111.18090344924967,3224.2462000282403,3224.2462000282403,True,fixed_baryonic_model,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,nfw_refit,30,2,1.4631689124420382,4.716908511989814,0.174700315258882,8.716908511989814,11.519303275314126,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,burkert_refit,30,2,9.789049811469342,211.12983059340334,7.819623355311235,215.12983059340334,217.93222535672766,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,mond_fixed_a0_simple,12,0,6.768714094625777,2385.6519617803683,216.87745107094258,2385.6519617803683,2385.6519617803683,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,mond_fit_a0_simple,12,1,4.198129374612505,287.4203371452535,28.74203371452535,289.4203371452535,289.9052437950415,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,rar_fixed,12,0,6.740476244873735,2359.131041681359,214.466458334669,2359.131041681359,2359.131041681359,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,mond_fixed_a0_simple,34,0,20.71477583376283,18740.16106379805,567.8836685999408,18740.16106379805,18740.16106379805,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,mond_fit_a0_simple,34,1,5.93008031033891,971.8186722228465,30.369333506963955,973.8186722228465,975.3450327474627,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,rar_fixed,34,0,20.66773551258735,18667.39695269778,565.6786955362965,18667.39695269778,18667.39695269778,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,mond_fixed_a0_simple,73,0,19.398648478783375,23692.112182884153,329.0571136511688,23692.112182884153,23692.112182884153,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,mond_fit_a0_simple,73,1,13.972078445549059,5974.00416518194,84.14090373495691,5976.00416518194,5978.294624623089,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,rar_fixed,73,0,18.342568954234885,21323.56707485189,296.16065381738736,21323.56707485189,21323.56707485189,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC3198,mond_fixed_a0_simple,43,0,36.042006491256686,12971.886980280296,308.8544519114356,12971.886980280296,12971.886980280296,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC3198,mond_fit_a0_simple,43,1,15.208149159951232,1305.9489438958708,31.852413265752947,1307.9489438958708,1309.7101440115644,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC3198,rar_fixed,43,0,35.0039918157472,12186.755647717162,290.16084875517055,12186.755647717162,12186.755647717162,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,mond_fixed_a0_simple,31,0,25.199234492204255,8005.7597776389575,266.8586592546319,8005.7597776389575,8005.7597776389575,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,mond_fit_a0_simple,31,1,12.438602188260312,1022.8921189830894,35.272142033899634,1024.8921189830894,1026.3261061875746,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6503,rar_fixed,31,0,24.356879748539864,7621.073313138458,254.03577710461525,7621.073313138458,7621.073313138458,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,mond_fixed_a0_simple,18,0,35.045179790785646,422.0149674115829,24.82440984774017,422.0149674115829,422.0149674115829,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,mond_fit_a0_simple,18,1,32.06633027519313,239.26357375774947,14.953973359859342,241.26357375774947,242.15394551564563,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7814,rar_fixed,18,0,31.898997067323425,320.22785022845704,18.836932366379827,320.22785022845704,320.22785022845704,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,mond_fixed_a0_simple,115,0,54.942597005574825,48605.021480098665,426.3598375447251,48605.021480098665,48605.021480098665,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,mond_fit_a0_simple,115,1,45.797322745402106,14599.55218285338,129.19957683941044,14601.55218285338,14604.297114981744,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC02953,rar_fixed,115,0,49.69197828793818,38613.690825704194,338.71658619038766,38613.690825704194,38613.690825704194,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,mond_fixed_a0_simple,73,0,53.21738866680602,22304.973419727598,309.79129749621666,22304.973419727598,22304.973419727598,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,mond_fit_a0_simple,73,1,38.417775591956364,9589.353105375405,135.06131134331557,9591.353105375405,9593.643564816553,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC05253,rar_fixed,73,0,48.18033271762138,18109.056527219167,251.51467398915509,18109.056527219167,18109.056527219167,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,mond_fixed_a0_simple,68,0,64.80395986858673,45549.1736889936,679.8384132685612,45549.1736889936,45549.1736889936,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,mond_fit_a0_simple,68,1,39.57032235409489,6098.136201400094,92.39600305151657,6100.136201400094,6102.355709105271,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC09133,rar_fixed,68,0,60.61384013656549,42807.91742192277,638.924140625713,42807.91742192277,42807.91742192277,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,mond_fixed_a0_simple,71,0,43.631072666279486,6111.41211000296,87.30588728575657,6111.41211000296,6111.41211000296,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,mond_fit_a0_simple,71,1,42.690244360760296,5566.798576364581,80.67824023716784,5568.798576364581,5571.061256241623,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC06787,rar_fixed,71,0,40.11244566163383,4899.538244427448,69.99340349182069,4899.538244427448,4899.538244427448,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,mond_fixed_a0_simple,28,0,87.39687250817649,239936.94400359344,8886.553481614572,239936.94400359344,239936.94400359344,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,mond_fit_a0_simple,28,1,54.999455443112915,92103.18027585938,3542.4300106099763,92105.18027585938,92106.51248036957,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC5055,rar_fixed,28,0,83.76952357278367,218056.22522269242,8076.156489729349,218056.22522269242,218056.22522269242,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,mond_fixed_a0_simple,22,0,17.67530718158171,6445.394635273955,306.9235540606645,6445.394635273955,6445.394635273955,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,mond_fit_a0_simple,22,1,6.554623029783784,615.2714840401735,30.763574202008677,617.2714840401735,618.3625264935318,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC00128,rar_fixed,22,0,17.59878640217711,6365.992254553827,303.142488312087,6365.992254553827,6365.992254553827,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,mond_fixed_a0_simple,28,0,53.464357078834766,1653.5388082269387,61.242178082479214,1653.5388082269387,1653.5388082269387,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,mond_fit_a0_simple,28,1,23.508266869424293,95.81438520318996,3.685168661661152,97.81438520318996,99.14658971336516,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC0289,rar_fixed,28,0,51.877239256552365,1600.1630324312725,59.26529749745454,1600.1630324312725,1600.1630324312725,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,mond_fixed_a0_simple,31,0,26.023886837579578,95.03047254423348,3.167682418141116,95.03047254423348,95.03047254423348,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,mond_fit_a0_simple,31,1,22.160243300318395,59.03326698455093,2.0356298960189974,61.03326698455093,62.467254189036076,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC12506,rar_fixed,31,0,25.91670707969228,93.15660357173984,3.1052201190579947,93.15660357173984,93.15660357173984,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,mond_fixed_a0_simple,36,0,81.6528396882244,5296.622783348419,151.33207952424056,5296.622783348419,5296.622783348419,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,mond_fit_a0_simple,36,1,39.89091473363792,1410.4726337245784,41.48448922719348,1412.4726337245784,1414.0561526630345,True,ok:1,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC11455,rar_fixed,36,0,77.18886728735733,4750.114191489573,135.71754832827352,4750.114191489573,4750.114191489573,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,mond_fixed_a0_simple,44,0,24.591669995761155,4100.5717531286655,95.36213379368989,4100.5717531286655,4100.5717531286655,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,mond_fit_a0_simple,44,1,12.792407037178846,621.977792938009,14.808995069952594,623.977792938009,625.7619825719272,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC6015,rar_fixed,44,0,23.524060466782007,3604.060370444508,83.81535745219786,3604.060370444508,3604.060370444508,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,mond_fixed_a0_simple,31,0,22.35728654164472,6296.900154945642,209.8966718315214,6296.900154945642,6296.900154945642,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,mond_fit_a0_simple,31,1,6.545640370791946,202.18580019364035,6.971924144608288,204.18580019364035,205.61978739812548,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO161,rar_fixed,31,0,22.279686031468547,6261.070794729394,208.70235982431313,6261.070794729394,6261.070794729394,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,mond_fixed_a0_simple,46,0,21.474062951051852,616.9626131530993,13.710280292291095,616.9626131530993,616.9626131530993,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,mond_fit_a0_simple,46,1,8.810198397746182,81.47887285775144,1.8517925649488964,83.47887285775144,85.30751425424053,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC7793,rar_fixed,46,0,20.537386904935357,564.9639317005726,12.554754037790502,564.9639317005726,564.9639317005726,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,mond_fixed_a0_simple,31,0,14.925996585477547,654.9039072952072,21.830130243173574,654.9039072952072,654.9039072952072,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,mond_fit_a0_simple,31,1,3.9295645791354543,42.763864719577384,1.4746160248130133,44.763864719577384,46.19785192406253,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC07524,rar_fixed,31,0,14.822361649935605,646.06686944239,21.535562314746336,646.06686944239,646.06686944239,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,mond_fixed_a0_simple,30,0,1.8041684623214882,7.171709609437688,0.24730033135992027,7.171709609437688,7.171709609437688,True,fixed_a0,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,mond_fit_a0_simple,30,1,1.8002520928935717,7.1406076585094524,0.2550217020896233,9.140607658509452,10.541805040171608,True,ok:4,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
UGC08490,rar_fixed,30,0,1.7957592293192421,7.105010707218454,0.24500036921442944,7.105010707218454,7.105010707218454,True,fixed_g_dagger,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,tdf_3knot,12,3,1.5921349231760653,35.98623594722198,4.498279493402747,41.98623594722198,43.440955896585976,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,tdf_4knot,12,4,0.7820894958237656,12.91520154791902,1.84502879255986,20.91520154791902,22.85482814707102,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
DDO154,tdf_5knot,12,5,0.40907004305810807,4.160778997052162,0.6934631661753604,14.160778997052162,16.585312245992164,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,tdf_3knot,34,3,2.6197249705907217,78.46784178072723,2.615594726024241,84.46784178072723,89.04692335457571,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,tdf_4knot,34,4,2.220318581366541,65.62543264991066,2.2629459534451954,73.62543264991066,79.73087474837531,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
IC2574,tdf_5knot,34,5,1.8457838188922162,11.48344290330731,0.4101229608324039,21.48344290330731,29.11524552638812,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,tdf_3knot,73,3,8.772620034196754,2672.2288854293665,38.72795486129517,2678.2288854293665,2685.1002637528118,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,tdf_4knot,73,4,5.24102142377372,1213.2592373036719,17.84204760740694,1221.2592373036719,1230.4210750682655,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
NGC2403,tdf_5knot,73,5,3.3422018069472372,412.0714286204444,6.150319830155887,422.0714286204444,433.52372582618636,True,ok:2,SPARC_Lelli2016,observational_raw_ingestion,phase_5c_expansion20_benchmark
